,uid,target
277,151886379,0
278,151658210,0
279,147538867,0
280,147398317,0
281,147241029,0
282,146437746,0
283,146320500,0
284,145428782,0
285,145305686,0
286,144366485,0
287,143031073,0
288,142913081,0
289,141964372,0
290,141543013,0
291,139125352,0
292,138924655,0
293,138348750,0
294,138300243,0
295,137926759,0
296,136167626,0
297,136043381,0
298,135232125,0
299,135201657,0
300,135088263,0
301,134429946,0
302,132614230,0
303,132575277,0
304,132558023,0
305,132298881,0
306,131612349,0
307,129360672,0
308,128096017,0
309,124925204,0
310,121424987,0
311,119630717,0
312,119176388,0
313,118162656,0
314,117781451,0
315,117254121,0
316,116695206,0
317,116307236,0
318,113838480,0
319,112107457,0
320,111674858,0
321,111216338,0
322,107942743,0
323,106976388,0
324,106799867,0
325,106013360,0
326,105322440,0
327,104552652,0
328,103680654,0
329,99654972,0
330,99207682,0
331,98504177,0
332,97785134,0
333,97545431,0
334,96175161,0
335,95194836,0
336,93848683,0
337,93835744,0
338,93822055,0
339,93333095,0
340,91917931,0
341,91203520,0
342,89140027,0
343,88891570,0
344,88865162,0
345,88759949,0
346,88738679,0
347,88508075,0
348,88235756,0
349,87974058,0
350,87910962,0
351,87383732,0
352,87335098,0
353,87066830,0
354,86782225,0
355,86315690,0
356,85891934,0
357,85875685,0
358,83918305,0
359,83588889,0
360,81727391,0
361,81719024,0
362,80317775,0
363,78485398,0
364,77879651,0
365,76544181,0
366,75488167,0
367,73497410,0
368,72373353,0
369,71748646,0
370,70427319,0
371,68055635,0
372,66805004,0
373,65334527,0
374,64648624,0
375,64205620,0
376,63657324,0
377,62712901,0
378,60976784,0
379,60933815,0
380,60011126,0
381,59911970,0
382,58994466,0
383,58847354,0
384,58581151,0
385,58236238,0
386,55059852,0
387,54927271,0
388,54660732,0
389,54460352,0
390,54332616,0
391,53752407,0
392,53279946,0
393,52978588,0
394,51386804,0
395,50975446,0
396,50187775,0
397,49641263,0
398,49467061,0
399,48105142,0
400,47261967,0
401,46170393,0
402,43902030,0
403,43543082,0
404,43131752,0
405,42925668,0
406,42501200,0
407,41679118,0
408,41465086,0
409,40931396,0
410,40547326,0
411,40110079,0
412,38502049,0
413,38011773,0
414,37721960,0
415,35674700,0
416,35265952,0
417,34944213,0
418,34900285,0
419,34810360,0
420,34617202,0
421,34418154,0
422,34136984,0
423,34008596,0
424,33662528,0
425,33625019,0
426,33027037,0
427,32415613,0
428,31973229,0
429,31961481,0
430,31732650,0
431,31615707,0
432,30567940,0
433,30021208,0
434,29625886,0
435,29246498,0
436,27997962,0
437,27337409,0
438,27220734,0
439,26931155,0
440,26721214,0
441,26651367,0
442,26308818,0
443,26119923,0
444,25571041,0
445,24255527,0
446,24052020,0
447,22496795,0
448,22260329,0
449,22172858,0
450,21908704,0
451,21762927,0
452,21691290,0
453,21619714,0
454,20539706,0
455,20278587,0
456,20236302,0
457,20167113,0
458,19897612,0
459,19851380,0
460,18781126,0
461,18778977,0
462,18543428,0
463,18501712,0
464,18118167,0
465,18023768,0
466,17823385,0
467,17751840,0
468,17583362,0
469,17405423,0
470,17314989,0
471,17128444,0
472,17114481,0
473,17065311,0
474,17015747,0
475,16793721,0
476,16752695,0
477,16665639,0
478,16576234,0
479,16165146,0
480,15717437,0
481,15623973,0
482,15541671,0
483,15521673,0
484,15347266,0
485,15219863,0
486,14901537,0
487,14717718,0
488,14691800,0
489,14539291,0
490,14458319,0
491,14280359,0
492,14167749,0
493,13808035,0
494,13763775,0
495,13671687,0
496,13636825,0
497,13498246,0
498,13174402,0
499,13088413,0
500,12950989,0
501,12904190,0
502,12681794,0
503,12335430,0
504,12285884,0
505,12109667,0
506,11544678,0
507,11471182,0
508,11299755,0
509,11059063,0
510,10722843,0
511,10558123,0
512,10444788,0
513,10311122,0
514,10279776,0
515,10097373,0
516,9843276,0
517,9653972,0
518,9599343,0
519,9246139,0
520,9225696,0
521,8896548,0
522,8890720,0
523,8884991,0
524,8089404,0
525,8034683,0
526,7999309,0
527,7721094,0
528,7687081,0
529,7401441,0
530,7375715,0
531,7302801,0
532,7189976,0
533,7107972,0
534,6402649,0
535,6207841,0
536,6109983,0
537,6064263,0
538,6005726,0
539,5434174,0
540,5391895,0
541,5360368,0
542,5342116,0
543,5269062,0
544,5250028,0
545,5213597,0
546,5123502,0
547,4928233,0
548,4781774,0
549,4726625,0
550,4616477,0
551,4601065,0
552,4535769,0
553,4434165,0
554,4432236,0
555,4369425,0
556,4339049,0
557,4224913,0
558,4219808,0
559,4187451,0
560,4179128,0
561,3891063,0
562,3857902,0
563,3607815,0
564,3531829,0
565,3530050,0
566,3359979,0
567,3313569,0
568,3313064,0
569,3018105,0
570,3011366,0
571,2888568,0
572,2791398,0
573,2644707,0
574,2621876,0
575,2599828,0
576,2584640,0
577,2553485,0
578,2541951,0
579,2521261,0
580,2456455,0
581,2314120,0
582,2056502,0
583,2038141,0
584,2022355,0
585,1964317,0
586,1957980,0
587,1937074,0
588,1846450,0
589,1835950,0
590,1757839,0
591,1737537,0
592,1396530,0
593,1343155,0
594,1311702,0
595,1273346,0
596,1267337,0
597,1265192,0
598,1164301,0
599,1146305,0
600,1044657,0
601,1006236,0
602,1003276,0
603,936011,0
604,810240,0
605,756453,0
606,635281,0
607,609852,0
608,354505,0
609,319329,0
610,275237,0
611,253049,0
612,232647,0
613,99588,0
614,7454,0
615,768315176,1
616,768311837,1
617,768311634,1
618,768309718,1
619,768309717,1
620,768309668,1
621,768309662,1
622,767885697,1
623,767885220,1
624,767873646,1
625,767872930,1
626,767863079,1
627,767860881,1
628,767860128,1
629,767855827,1
630,767855757,1
631,767855716,1
632,767850237,1
633,767850219,1
634,767850216,1
635,767844972,1
636,767840004,1
637,767834638,1
638,767829694,1
639,767829680,1
640,767829623,1
641,767826871,1
642,767824848,1
643,767824796,1
644,767822487,1
645,767820668,1
646,767818278,1
647,767818163,1
648,767813981,1
649,767813840,1
650,767813832,1
651,767806432,1
652,767805079,1
653,767804765,1
654,767373629,1
655,767366176,1
656,767363592,1
657,767361947,1
658,767361829,1
659,767361535,1
660,767352542,1
661,767351691,1
662,767351150,1
663,767350446,1
664,767341427,1
665,767179050,1
666,767096634,1
667,767083027,1
668,766841819,1
669,766829772,1
670,766453124,1
671,766401576,1
672,766316375,1
673,766277151,1
674,766202137,1
675,766201717,1
676,766201492,1
677,766199808,1
678,766190281,1
679,766187074,1
680,766185735,1
681,766185053,1
682,765834916,1
683,765784075,1
684,765775971,1
685,765767917,1
686,765761525,1
687,765748123,1
688,765724768,1
689,765690744,1
690,765659443,1
691,765651213,1
692,765624359,1
693,765607113,1
694,765519645,1
695,765518574,1
696,765283169,1
697,765199547,1
698,765199399,1
699,765199391,1
700,765199330,1
701,765199071,1
702,765198933,1
703,765198925,1
704,765198905,1
705,765198880,1
706,765198879,1
707,765198853,1
708,765198798,1
709,765198749,1
710,765184389,1
711,765102082,1
712,765101887,1
713,765101875,1
714,765101050,1
715,765101041,1
716,765092473,1
717,765091063,1
718,765089860,1
719,765045068,1
720,765021475,1
721,765021371,1
722,765019515,1
723,765019297,1
724,765019214,1
725,764974114,1
726,764870819,1
727,764867572,1
728,764838999,1
729,764797722,1
730,764795303,1
731,764794472,1
732,764793096,1
733,764744163,1
734,764724671,1
735,764703727,1
736,764703613,1
737,764703609,1
738,764703573,1
739,764703544,1
740,764667695,1
741,764658176,1
742,764658101,1
743,764658097,1
744,764522099,1
745,764492397,1
746,764489559,1
747,764483951,1
748,764478428,1
749,764475705,1
750,764398443,1
751,764295031,1
752,764276844,1
753,763973273,1
754,763970892,1
755,763967905,1
756,763825408,1
757,763108132,1
758,762794090,1
759,762612481,1
760,762599768,1
761,762548245,1
762,762491092,1
763,762490014,1
764,762483364,1
765,762458417,1
766,762329159,1
767,761776828,1
768,761653835,1
769,761619378,1
770,761423489,1
771,761412890,1
772,761412860,1
773,761407223,1
774,761404821,1
775,761404786,1
776,761238124,1
777,761219480,1
778,761191517,1
779,761143599,1
780,761066027,1
781,760997166,1
782,760944384,1
783,760942295,1
784,760939827,1
785,760937574,1
786,760928760,1
787,760928743,1
788,760928739,1
789,760928738,1
790,760922569,1
791,760902821,1
792,760816795,1
793,760793181,1
794,760787533,1
795,760766660,1
796,760766606,1
797,760766463,1
798,760760941,1
799,760704118,1
800,760572084,1
801,760530222,1
802,760513288,1
803,760510500,1
804,760507638,1
805,760506838,1
806,760506256,1
807,760490814,1
808,760490294,1
809,760435281,1
810,760433304,1
811,760311185,1
812,760282206,1
813,760281764,1
814,760275819,1
815,760237402,1
816,760229584,1
817,760223568,1
818,760223108,1
819,760222496,1
820,760205963,1
821,760142339,1
822,760132157,1
823,760124796,1
824,760102179,1
825,760095761,1
826,760086808,1
827,759979609,1
828,759853043,1
829,759383485,1
830,759382360,1
831,758727657,1
832,758720915,1
833,758710610,1
834,758709733,1
835,758708425,1
836,758705855,1
837,758691382,1
838,758547621,1
839,758547612,1
840,758547534,1
841,758543556,1
842,758540859,1
843,758539767,1
844,758538088,1
845,758375806,1
846,757874121,1
847,757743714,1
848,757573142,1
849,757564508,1
850,757472707,1
851,757424814,1
852,757384669,1
853,757383680,1
854,757266013,1
855,757257710,1
856,757256335,1
857,757254403,1
858,757223841,1
859,757221939,1
860,757213980,1
861,757207064,1
862,757189718,1
863,757173625,1
864,757173418,1
865,757150290,1
866,757048535,1
867,757048447,1
868,757047559,1
869,757046744,1
870,757046655,1
871,757045926,1
872,757045384,1
873,757044523,1
874,757044485,1
875,757044420,1
876,757034743,1
877,757033479,1
878,757029549,1
879,757029548,1
880,757026647,1
881,757022950,1
882,757020353,1
883,757016387,1
884,757013510,1
885,757010179,1
886,757007957,1
887,757007865,1
888,757007096,1
889,757006467,1
890,757006410,1
891,757003906,1
892,757003125,1
893,757003056,1
894,757003044,1
895,757003040,1
896,757002979,1
897,757002555,1
898,757002297,1
899,757002234,1
900,757001958,1
901,757001804,1
902,757001733,1
903,757001715,1
904,757001640,1
905,757001533,1
906,757001528,1
907,756986105,1
908,756959676,1
909,756955842,1
910,756954647,1
911,756948532,1
912,756945844,1
913,756935580,1
914,756921851,1
915,756920547,1
916,756920491,1
917,756907443,1
918,756905101,1
919,756903744,1
920,756898300,1
921,756897774,1
922,756890844,1
923,756884330,1
924,756851591,1
925,756839987,1
926,756748214,1
927,756748046,1
928,756690010,1
929,756682606,1
930,756682597,1
931,756662059,1
932,756641010,1
933,756640240,1
934,756635239,1
935,756635172,1
936,756635156,1
937,756635141,1
938,756632398,1
939,756631414,1
940,756621112,1
941,756614415,1
942,756604257,1
943,756486366,1
944,756484611,1
945,756445056,1
946,756443526,1
947,756430228,1
948,756413487,1
949,756412106,1
950,756405996,1
951,756379284,1
952,756371083,1
953,756369493,1
954,756364348,1
955,756362323,1
956,756357889,1
957,756356562,1
958,756355349,1
959,756352769,1
960,756351980,1
961,756349998,1
962,756349596,1
963,756346740,1
964,756345984,1
965,756345292,1
966,756276824,1
967,756276673,1
968,756276562,1
969,756276171,1
970,756275357,1
971,756273509,1
972,756271187,1
973,756271157,1
974,756105485,1
975,756104000,1
976,756084636,1
977,756083235,1
978,756081994,1
979,756081958,1
980,756081816,1
981,756081696,1
982,756081119,1
983,756081016,1
984,756080486,1
985,756080181,1
986,756079538,1
987,756079410,1
988,756079375,1
989,756079361,1
990,756071134,1
991,756061340,1
992,756058843,1
993,756052685,1
994,756034439,1
995,756010364,1
996,756010337,1
997,756009565,1
998,756008936,1
999,756008215,1
1000,756007766,1
1001,756007474,1
1002,756007473,1
1003,756007452,1
1004,756006743,1
1005,756005044,1
1006,755999059,1
1007,755975360,1
1008,755973259,1
1009,755968295,1
1010,755946035,1
1011,755943652,1
1012,755922011,1
1013,755886109,1
1014,755883277,1
1015,755881556,1
1016,755877082,1
1017,755876676,1
1018,755876077,1
1019,755873807,1
1020,755873261,1
1021,755864584,1
1022,755864263,1
1023,755864242,1
1024,755862968,1
1025,755847540,1
1026,755845372,1
1027,755844105,1
1028,755842930,1
1029,755842398,1
1030,755840582,1
1031,755835058,1
1032,755830090,1
1033,755829721,1
1034,755829121,1
1035,755826170,1
1036,755823745,1
1037,755821242,1
1038,755821147,1
1039,755817240,1
1040,755815615,1
1041,755814829,1
1042,755813453,1
1043,755811044,1
1044,755808786,1
1045,755808469,1
1046,755808261,1
1047,755807336,1
1048,755805608,1
1049,755805528,1
1050,755802778,1
1051,755802143,1
1052,755800943,1
1053,755800142,1
1054,755798745,1
1055,755796693,1
1056,755796140,1
1057,755794522,1
1058,755792330,1
1059,755790561,1
1060,755787844,1
1061,755784035,1
1062,755725093,1
1063,755725072,1
1064,755725034,1
1065,755723528,1
1066,755722781,1
1067,755720540,1
1068,755719087,1
1069,755718425,1
1070,755718407,1
1071,755708086,1
1072,755706387,1
1073,755699680,1
1074,755697406,1
1075,755692942,1
1076,755692874,1
1077,755671929,1
1078,755660631,1
1079,755657042,1
1080,755650509,1
1081,755632303,1
1082,755631542,1
1083,755627754,1
1084,755624648,1
1085,755622605,1
1086,755622078,1
1087,755620437,1
1088,755618785,1
1089,755618673,1
1090,755615360,1
1091,755615325,1
1092,755614268,1
1093,755614050,1
1094,755612884,1
1095,755610199,1
1096,755609477,1
1097,755609100,1
1098,755600378,1
1099,755594479,1
1100,755591084,1
1101,755519502,1
1102,755514269,1
1103,755510280,1
1104,755510062,1
1105,755504528,1
1106,755503594,1
1107,755479375,1
1108,755295404,1
1109,755285469,1
1110,755223630,1
1111,754912708,1
1112,754887079,1
1113,754886589,1
1114,754885545,1
1115,754884375,1
1116,754882012,1
1117,754875613,1
1118,754875297,1
1119,754818869,1
1120,754816576,1
1121,754770919,1
1122,754746335,1
1123,754677072,1
1124,754672411,1
1125,754672226,1
1126,754671095,1
1127,754671076,1
1128,754669697,1
1129,754665910,1
1130,754663559,1
1131,754661507,1
1132,754660196,1
1133,754657212,1
1134,754655397,1
1135,754444653,1
1136,754384487,1
1137,754379906,1
1138,754375966,1
1139,754375401,1
1140,754374844,1
1141,754336564,1
1142,754250613,1
1143,754249002,1
1144,754188247,1
1145,754188225,1
1146,754186082,1
1147,754163301,1
1148,754158350,1
1149,754156779,1
1150,754001373,1
1151,753992956,1
1152,753983577,1
1153,753946237,1
1154,753889789,1
1155,753772385,1
1156,753755919,1
1157,753740366,1
1158,753735213,1
1159,753732347,1
1160,753731810,1
1161,753623114,1
1162,753577823,1
1163,753566598,1
1164,753526879,1
1165,753514625,1
1166,753491590,1
1167,753440311,1
1168,753419631,1
1169,753415146,1
1170,753415110,1
1171,753414295,1
1172,753401858,1
1173,753376378,1
1174,753371363,1
1175,753340020,1
1176,753261915,1
1177,753065937,1
1178,753058146,1
1179,753006980,1
1180,752980131,1
1181,752972901,1
1182,752972456,1
1183,752971929,1
1184,752969172,1
1185,752964663,1
1186,752964557,1
1187,752956378,1
1188,752955955,1
1189,752954147,1
1190,752947573,1
1191,752936836,1
1192,752878835,1
1193,752869003,1
1194,752857607,1
1195,752856810,1
1196,752843507,1
1197,752843139,1
1198,752831202,1
1199,752819470,1
1200,752804458,1
1201,752804421,1
1202,752799896,1
1203,752776558,1
1204,752728920,1
1205,752656150,1
1206,752623065,1
1207,752620489,1
1208,752620335,1
1209,752620119,1
1210,752615392,1
1211,752600427,1
1212,752588951,1
1213,752580179,1
1214,752579668,1
1215,752579620,1
1216,752575317,1
1217,752571792,1
1218,752571185,1
1219,752489552,1
1220,752487402,1
1221,752486529,1
1222,752475271,1
1223,752472265,1
1224,752455990,1
1225,752448829,1
1226,752373030,1
1227,752315291,1
1228,752314897,1
1229,752178087,1
